player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Mike Muscala,muscami01,2022,1260,592,2.35052408765279,3.308532918196595,5.659057005849386,1.390101574416733,2.299717408192286,3.68981898260902,2.405210192903231,3.321206995539286,5.726417188442516,2.567214045144821,2.567214045144821,0,1.434711720192073,1.523503711567773,2.958215431759847,.2738360873219499
Svi Mykhailiuk,mykhasv01,2022,1508,721,-2.311227060267117,-1.363056735082062,-3.674283795349179,-4.53080493887128,-.5485918559469805,-5.079396794818261,-2.936428968013079,-1.300471438386637,-4.236900406399716,-.5332718679481817,-.4422268035055733,-.0910450644426084,-1.605772416854579,-1.865521317164711,-3.47129373401929,.2513856679541873
Abdel Nader,naderab01,2022,326,145,-6.770756077077483,5.411308964953708,-1.359447112123775,-8.492626965741291,5.619024589566279,-2.873602376175012,-7.565236330287087,5.71511498482332,-1.850121345463767,.0679460191961363,.0679460191961363,0,-6.634547962975884,5.135909956077384,-1.498638006898501,2.063830306143875
Larry Nance Jr.,nancela02,2022,2388,1170,-.3360149402981605,-.6967597924536877,-1.032774732751848,.9922474720562812,.7911451827613502,1.783392654817631,-.0789584265783697,-.3730958043055692,-.4520542308839387,1.378206333381096,.9446916666150647,.4335146667660316,.004417010057752,-.5206450715312712,-.5162280614735193,-.5990821559001197
RJ Nembhard Jr.,nembhrj01,2022,126,63,-6.818316146111072,1.876558138318351,-4.941758007792721,-16.07280433253025,10.37560708597791,-5.697197246552337,-9.186760649923231,3.714470377375729,-5.472290272547502,-.0857966751007567,-.0857966751007567,0,-9.64148217426356,-.2829423951875748,-9.924424569451135,-1.948379624404719
Aaron Nesmith,nesmiaa01,2022,1278,609,-2.271025628596238,.2614046946435014,-2.009620933952737,-2.447619174725458,2.016031081346497,-.4315880933789606,-2.488113460767835,.5548294211291926,-1.933284039638642,.2564947238403048,.2060220232439351,.0504727005963696,-1.759544930858523,.2981568363953646,-1.461388094463159,.8331551442185864
Raul Neto,netora01,2022,2839,1372,-.6032647916818755,-.4547489500708431,-1.058013741752719,.1487930574426737,-1.80236916404134,-1.653576106598667,-.4634925017824831,-.7285666540951024,-1.192059155877585,1.085960787421665,1.085960787421665,0,-1.361103591724855,-.3352741402352091,-1.696377731960064,-.4208162198826825
Malik Newman,newmama01,2022,12,8,9.641445178480467,2.428461460863306,12.06990663934377,-14.49662849975937,15.57743834808147,1.080809848322096,5.291965379234438,5.364175377524514,10.65614075675895,.0543551438340101,.0543551438340101,0,3.709233198015764,-3.515889993145522,.1933432048702426,-.6640728120131069
Georges Niang,niangge01,2022,3970,1934,.4234068124740202,-1.556798802704178,-1.133391990230158,-.3836266715945607,-.3822648914408386,-.7658915630353992,.2569238955660813,-1.423600516602082,-1.166676621036001,1.570791687475143,1.375377396439948,.1954142910351953,.0203252651141741,-1.41548891124374,-1.395163646129566,.1003016855120667
Daishen Nix,nixda01,2022,567,261,-3.349206499155256,-3.90483321991397,-7.254039719069226,-2.118135182376339,-.0297768310170896,-2.147912013393428,-3.246706045574444,-3.24977448197589,-6.496480527550334,-.5060339566310695,-.5060339566310695,0,-3.749068923686338,-4.342056686862738,-8.091125610549076,1.432094907557741
